-7514,19669,18177
-7448,27867,18152
-7338,30293,17950
-7306,26783,18013
-7269,44549,17799
-7262,25783,18046
-7249,18332,18095
-7122,19268,18145
-7118,37430,18068
-7049,30184,18016
-7023,19337,18145
-6925,50417,18035
-6904,18467,18163
-6903,20401,18152
-6890,18833,18190
-6835,21137,18148
-6688,38913,18026
-6661,39021,18026
-6641,32543,17990
-6597,41693,17801
-6557,16348,18020
-6511,19651,18162
-6480,41444,17719
-6434,22193,18129
-6345,29410,18008
-6302,23817,17943
-6175,34849,17990
-6094,40358,17806
-6070,28056,15148
-5933,18200,18189
-5919,39645,18056
-5842,22742,18113
-5826,36424,17983
-5776,50011,17873
-5637,23762,18093
-5583,48021,17876
-5517,35739,18016
-5474,25179,18091
-5467,38002,18040
-5441,25197,18091
-5425,37199,18016
-5320,18847,18164
-5159,31702,18016
-5121,32039,17970
-4939,24566,18110
-4893,34807,18020
-4891,33262,17922
-4744,50220,18035
-4726,22995,18097
-4626,30785,18042
-4547,38070,18017
-4518,39689,18074
-4457,36636,17949
-4415,38911,18024
-4415,38911,18024
-4291,23774,18112
-4251,35988,18269
-4084,21273,18095
-4040,33282,17956
-4028,21336,18095
-3950,20383,18132
-3916,20934,18145
-3871,18364,18140
-3864,33093,18082
-3729,23154,18379
-3642,21561,18126
-3502,35999,18060
-3432,31862,17934
-3384,36850,18009
-3306,49772,17880
-3191,17768,18156
-2949,37803,18008
-2700,37247,18009
-2641,38231,17976
-2505,47760,17827
-2447,50012,18035
-2409,17577,18167
-2351,21210,18115
-2351,21210,18115
-2317,17652,18167
-2310,31180,18093
-2282,18832,18121
-1957,17058,18147
-1886,20888,18117
-1744,48345,17823
-1676,39683,18066
-1640,18357,18149
-1482,17646,18178
-1456,20672,18103
-1345,41839,17727
-1341,20907,18029
-1198,16646,18166
-1062,20554,18130
-951,12541,18395
-858,20768,18150
-722,49568,17858
-677,38393,18010
-545,15043,18177
-505,39751,18045
-463,21466,18054
-398,32722,18089
-149,19348,18160
-51,17497,18183
16,39285,18007
97,20488,18084
201,20461,18084
655,22779,18120
659,39570,18044
659,39570,18044
730,36802,18101
840,37751,17881
889,39746,18007
895,39484,18063
895,39484,18063
914,21184,18195
940,21649,18148
974,37248,17971
1179,20374,18170
1182,22415,18135
1272,17473,18201
1296,21732,18163
1345,19268,18178
1666,22563,18178
1739,15339,18223
1756,17099,18372
1850,23165,18216
1926,33969,18110
1955,34204,18090
2100,23036,18181
2141,19776,18219
2210,32674,18117
2224,38618,17837
2283,33030,18145
2455,41806,17870
2486,14527,18262
2544,39752,18127
2612,40376,17930
2648,34544,18086
2652,15155,18406
2740,21482,18190
2756,34878,18005
2767,35748,17601
2793,30495,18124
2873,19724,18407
2881,33479,18144
2901,34988,18089
2959,49216,18035
3268,-28586,18699
3350,32894,18144
3436,44463,17888
3577,38823,17950
3607,23737,18167
3612,37264,17696
3640,38658,17950
3684,35919,17743
3883,49188,18040
3895,46242,17922
4007,21650,18208
4089,22698,18201
4108,-31971,18802
4336,28079,18104
4407,49069,18055
4482,37621,17838
4561,36508,17768
4580,34617,18088
4589,36327,18100
4701,26060,18165
4728,20528,18375
4759,22175,18066
4809,22809,18146
4932,32633,18108
4995,26321,18118
5055,-30898,18711
5086,-28193,18687
5088,21019,18194
5267,22887,18204
5309,49338,18684
5393,25332,18078
5402,36849,17916
5419,21502,18209
5428,39440,18072
5477,39542,18072
5553,41826,17916
5727,25500,17992
5886,34953,17894
5902,24861,18153
5928,34653,18121
5991,-25618,18680
6155,-26125,18687
6219,26582,18084
6569,21777,18171
6641,36164,17956
6722,-25654,18621
6784,20393,18209
6949,48892,18229
7129,20198,18411
7203,36276,17901
7231,39007,18200
7306,19462,18364
7332,27013,18068
7352,21361,18172
7405,22902,18158
7444,35820,19104
7482,-37122,18713
7522,21850,18169
7535,23932,18166
7548,34933,18090
7552,37143,18082
7576,39747,18216
7611,27029,17985
7633,24263,18161
7637,19839,18420
7802,23478,18386
7829,22098,18333
7840,49122,18684
7843,21628,18353
8035,36864,17929
8057,24907,17981
8074,20478,18489
8156,17587,18368
8182,20567,18489
8252,37524,18065
8411,24767,18421
8486,36041,18096
8504,-36178,18667
8536,22630,18404
8663,17291,18355
8741,26112,17940
8841,35891,17922
8977,48088,18280
9030,48181,18280
9089,24120,18474
9131,24216,18474
9272,19918,18400
9364,19842,18400
9422,21078,18531
9512,36680,18134
9524,35716,18059
9558,48501,18389
9588,22657,18425
9621,48405,18389
9655,37491,18244
9717,22568,18425
9763,38596,18099
9808,28758,17970
9889,29050,18083
10074,17010,18598
10102,35926,18414
10287,43771,18157
10299,48913,18684
10301,38117,18244
10353,41968,18089
10422,45219,18178
10432,39007,18294
10475,-28039,18742
10554,36222,18386
10618,28233,17944
10658,36295,18386
10701,20733,18527
10742,27082,17966
10753,24224,18423
10758,24314,18423
10827,26725,18446
10894,17985,18560
10899,20088,18548
10913,36458,18368
10940,34420,17989
10976,18066,18560
11186,35613,18479
11248,29299,17971
11260,37084,18377
11294,33358,17966
11298,16352,18727
11309,39020,18286
11389,16403,18727
11484,23034,18494
11572,39763,18388
11699,-38477,18532
11738,26833,18494
11799,19231,18536
11839,48474,18483
11882,-26859,18865
11935,-34339,18477
11942,34044,18500
11942,33533,18024
12047,34963,18524
12303,35162,18540
12378,38640,18426
12422,28804,18022
12447,34142,18540
12474,-26514,18900
12550,30918,17967
12552,-31404,18455
12573,35731,18518
12607,-26375,18900
12625,31616,17949
12820,-28717,18681
12820,-28805,18681
12868,26365,18533
12999,-31947,18426
13003,29366,18028
13004,20249,18515
13047,48679,18684
13124,28951,18581
13138,36280,18524
13168,17906,18624
13190,-25339,18842
13208,32399,18022
13241,17987,18624
13245,40407,18467
13283,36392,18524
13339,30910,18013
13365,-31272,18331
13378,47073,18427
13420,21969,18526
13430,47160,18427
13465,29469,18595
13488,32621,18603
13533,18744,18688
13556,35351,18555
13557,24837,18500
13614,24890,18500
13636,-27085,18837
13642,-37648,18380
13688,-29468,18495
13783,31844,18644
13792,-29150,18495
13794,-30830,18387
13845,37443,18552
13873,-26952,18837
13890,19164,18540
13928,33265,18622
13981,17661,18842
14061,34289,18614
14091,26087,18601
14093,28196,18610
14098,39036,18621
14133,39132,18621
14194,-24741,18831
14324,39795,18622
14356,-31144,18351
14393,30790,18718
14401,48254,18684
14413,34687,18639
14494,-27226,18846
14505,-24341,19083
14605,23782,18697
14649,22577,18588
14662,23853,18697
14742,28140,18630
14782,30714,18704
14810,26204,18608
14840,16542,19012
14886,-28202,18598
14890,16618,19012
14986,-29691,18335
14999,20497,18570
15012,-28676,18466
15019,22550,18680
15121,18588,18710
15174,32619,18706
15198,18688,18710
15252,20209,18697
15344,34942,18614
15380,23746,18733
15468,36091,18642
15530,48640,18684
15561,36160,18642
15591,-26703,18713
15688,30936,18726
15742,31012,18726
15835,32322,18735
15977,33920,18770
15994,23898,18770
16012,38676,18713
16018,29840,18825
16049,38750,18713
16056,18530,18905
16062,-27341,18604
16090,29929,18825
16146,-26914,19078
16157,-33487,18324
16237,30411,18727
16298,24404,18853
16365,36028,18679
16372,30340,18727
16374,24493,18853
16471,-26988,19049
16487,18167,18973
16572,-33829,18267
16616,20441,18805
16651,20532,18805
16693,-27203,19049
16700,32323,18869
16706,27718,18810
16719,-28086,18469
16761,33890,18871
16772,32386,18869
16786,21978,18878
16803,24646,18876
16805,34454,18859
16862,24553,18876
16887,37377,18827
16921,-26123,19068
16928,-36931,18221
16981,19630,18984
17056,-30657,18258
17116,-26725,19097
17165,30803,18836
17183,22168,18857
17227,29702,18875
17256,30725,18836
17275,29786,18875
17367,-26379,18967
17440,-28355,19099
17584,-28897,18322
17657,20551,18967
17659,17021,19149
17726,22627,18964
17819,18764,19167
17821,22695,18964
17835,36035,19041
17846,-33738,18164
17853,36136,19041
17863,46677,18763
17919,18301,19135
17927,46749,18763
17952,35013,18987
17995,24263,18928
18034,24352,18928
18145,-32575,18160
18174,-29305,18280
18177,-33114,18176
18186,19595,19026
18279,27977,18904
18299,21793,18961
18340,-33678,18157
18353,29842,19050
18369,28051,18904
18399,20799,19013
18414,17220,19161
18417,29910,19050
18523,25038,18973
18673,21314,19143
18702,37365,19129
18719,25010,18973
18721,21416,19143
18734,32902,19142
18802,23685,19017
18804,32996,19142
18873,23790,19017
18885,16672,19201
18917,29999,19096
19003,39777,19171
19098,27374,19152
19142,30015,19140
19168,27431,19152
19199,30124,19140
19204,-29601,19084
19238,-27323,19142
19245,20647,19088
19324,35928,19165
19360,16279,19415
19460,18462,19155
19507,34335,19149
19511,28785,19245
19549,28907,19245
19574,34394,19149
19612,-30125,18185
19681,21480,19114
19720,38062,19223
19810,47064,18941
19810,21367,19114
19861,47159,18941
19930,18855,19172
19931,30464,19236
19971,18920,19172
20013,30541,19236
20023,40465,19134
20143,23558,19113
20159,17106,19278
20205,26182,19038
20216,45293,18789
20245,-32063,18130
20277,-25227,19111
20297,20594,19175
20360,20487,19175
20398,35694,19235
20428,44016,18810
20428,-34729,18159
20515,39008,19213
20571,17662,19390
20665,27155,19196
20667,17749,19390
20669,22071,19271
20687,24987,19653
20711,22140,19271
20721,42812,18943
20726,25088,19653
20739,34190,19265
20846,16926,19446
20903,17020,19446
20968,18272,19485
21030,37176,19203
21086,29014,19144
21088,23196,19174
21090,18367,19485
21137,29123,19144
21144,-30580,18103
21151,20009,19247
21179,23279,19174
21193,20096,19247
21211,-30276,19053
21309,31739,19362
21325,-24330,19756
21429,31798,19362
21459,-38541,18011
21573,34479,19409
21625,34392,19409
21641,-25654,19117
21679,30677,19363
21748,30747,19363
21897,-25449,19090
21961,38379,19355
21970,-23883,19754
22074,18686,19405
22122,18772,19405
22227,39786,19450
22255,-37492,17975
22355,28162,19386
22378,33211,19440
22385,32684,19490
22414,41069,19328
22427,28235,19386
22455,33254,19440
22514,-28348,19077
22523,20552,19438
22565,41119,19328
22580,28767,19386
22580,28767,19386
22604,-35918,18163
22690,33015,19491
22726,30566,19425
22761,-30627,18092
22771,30207,19486
22773,-24138,19315
22791,-36261,18143
22806,34937,19418
22811,35021,19418
22870,-24803,19089
22882,30303,19486
22979,25764,19578
23002,-27612,19079
23023,23380,19459
23043,25826,19578
23059,24414,19550
23072,23490,19459
23095,24546,19550
23112,29089,19495
23193,-23202,19280
23330,-36639,17805
23412,21802,19430
23428,36370,19541
23469,-35250,18123
23487,-26573,19072
23493,36461,19541
23499,-23544,19249
23501,-40775,17690
23683,-35436,18146
23742,18993,19425
23754,38557,19512
23770,19080,19425
23776,29817,19486
23780,41071,19396
23821,-27070,18989
23930,41023,19396
23948,28172,19527
23983,39788,19500
24067,33246,19569
24073,33338,19569
24135,-35670,18133
24166,-22970,19267
24171,25970,19506
24221,-29611,19039
24222,-30085,19046
24251,39016,19534
24256,26038,19506
24261,-22891,19267
24287,-27453,18817
24347,24191,19456
24351,-30376,18078
24361,29843,19486
24405,-33280,18104
24420,35923,19596
24432,-26111,19258
24440,-25810,19258
24445,40801,19284
24458,24208,19456
24483,28191,19511
24500,39943,19395
24502,23244,19485
24504,-29703,19039
24527,40353,19400
24550,23391,19485
24563,-26359,19305
24610,-27947,18664
24614,-24864,19316
24678,20113,19561
24686,-26534,19072
24716,20183,19561
24729,-38584,17530
24782,-29739,19049
24855,23197,19461
24928,-35530,17934
24934,-28404,18506
24943,41450,19322
25079,-20593,19601
25102,24379,19476
25161,22820,19498
25175,-35681,17934
25177,21774,19430
25189,32476,19639
25198,-29930,18061
25209,36036,19586
25215,22919,19498
25215,22087,19548
25273,32538,19639
25312,-28860,18370
25415,-27581,18831
25590,24563,19512
25659,-29385,18211
25676,16679,19526
25708,-21418,19292
25715,16746,19526
25836,30853,19503
25841,-34345,18161
25898,31385,19593
25911,22252,19551
26071,29552,19488
26099,19432,19508
26113,-24299,19297
26126,19532,19508
26133,29622,19488
26139,26520,19580
26215,-20684,19264
26321,-36854,18168
26326,-35484,17880
26358,-25338,19038
26383,-35416,17880
26389,-21497,19330
26409,22506,19561
26411,-29383,18054
26451,-21020,19288
26477,24983,19589
26480,-28780,18588
26595,-23171,19345
26613,-28521,18588
26638,31787,19662
26654,-36571,17784
26678,-27051,18878
26772,-36549,17784
26799,18737,19576
26980,27029,19588
27222,-31265,18044
27239,29931,19599
27286,16436,19556
27401,-24290,19319
27420,18835,19594
27460,-32960,18027
27474,21401,22518
27478,23305,19596
27540,21490,22518
27589,-28930,18007
27590,46314,19191
27758,-22797,19267
27815,-37639,18147
27816,-38275,17522
27851,45019,19196
27901,16428,19608
27924,-18669,19816
27993,-37539,17561
28018,-20429,19326
28068,43775,19330
28209,-33632,17947
28240,-33061,18157
28262,-41620,17032
28284,-32607,18016
28305,-33882,17947
28313,24849,19597
28328,20739,19591
28358,-36625,17728
28367,23656,19614
28385,20852,19591
28442,-37620,17591
28451,-19576,19309
28478,-36703,17728
28539,-37551,17591
28674,-28363,18593
28708,-21624,19326
28710,19961,19581
28716,-23638,19059
28779,-19443,19304
28802,20052,19581
28853,-27561,18695
28890,-17945,19639
28967,24779,19655
28995,-19308,19122
29064,-34857,17789
29067,-34960,17789
29181,19678,19561
29257,-39673,17070
29308,-37960,17540
29340,-25125,18927
29427,23637,19634
29578,-13199,19064
29671,41875,19507
29699,-33460,17912
29753,-28461,17922
29764,17739,19557
29873,-33370,17912
29893,-21141,19338
29913,-22453,19318
30114,-22647,18978
30131,-20998,19084
30151,-27271,18667
30219,-23483,19013
30251,-21890,19333
30335,-28052,18406
30484,-36372,17565
30535,-21931,19024
30547,-36320,17565
30569,-32121,17913
30613,19108,19596
30707,19157,19596
30754,-27502,18608
30817,-21055,19141
30856,-32533,18004
30891,-39746,17255
31043,-37973,17429
31050,-37890,17429
31074,-32709,17843
31110,-27873,18353
31124,18567,19645
31184,-28324,17876
31209,-32959,17843
31230,-27602,18353
31253,-14332,19091
31415,-30343,17880
31450,-34357,17542
31463,-22606,19042
31487,-13352,19016
31524,-34341,17542
31548,-40236,17247
31612,-27886,18320
31753,-24697,18830
31761,-33431,17706
31824,-33372,17706
31981,-13947,19034
32216,-15883,19147
32236,-20300,19138
32241,-17686,19135
32639,-17192,19006
32685,-16757,19022
32709,-39437,17293
32709,-39437,17293
32792,-15104,19014
32796,-43767,16471
32921,-16067,19040
33022,-33838,17706
33026,-13860,19024
33088,-31918,17816
33233,-28247,17794
33245,-41780,16560
33309,-32415,17890
33409,-12816,19030
33665,-25392,18622
33671,-19034,19024
33804,-25626,18351
33822,-36591,17440
33833,-38558,17331
33858,-26088,18319
33863,-36490,17440
33879,-19747,19107
33946,-26377,18319
34019,-38385,17331
34033,-16484,19023
34087,-19611,18865
34096,-26610,18321
34117,-32067,17764
34236,-33945,17632
34266,-22921,18840
34375,-32780,17701
34389,-28381,17762
34427,-28074,18208
34456,-33094,17701
34496,-20150,18699
34591,48276,19402
34775,-42003,16979
34976,-32927,17802
34987,-18345,18848
34989,46990,19403
35131,-17368,19018
35152,-32364,17710
35155,-10925,19018
35187,-41594,17068
35200,-11598,19031
35281,-38860,17236
35319,-41520,17068
35377,-38968,17236
35423,-17389,19078
35460,-18602,18972
35475,-30604,17725
35520,-37900,17301
35523,-24342,18369
35543,-34216,17548
35572,-37791,17301
35613,-15997,19019
35617,-34168,17548
35623,-16618,19012
35625,-18307,18952
35637,-22327,18788
35647,45518,19467
35648,-21856,18552
35662,-19532,18556
35682,-24330,18331
35830,-17058,19122
35843,-36165,17411
35889,-30892,17701
35948,-16745,19151
35974,-12103,19009
36019,-37791,17372
36024,-22405,18408
36083,-23677,18611
36088,-11356,19000
36148,-37889,17372
36172,-32789,17623
36220,-11944,19214
36251,-40772,17090
36258,-40672,17090
36351,-25389,18332
36390,-28758,17708
36412,-20047,18827
36437,-22990,18268
36440,-46932,16056
36480,-23332,18407
36543,-24030,18354
36868,-27158,18168
36874,-27049,18168
36917,-33124,17581
37000,-39156,17162
37019,-39065,17162
37084,-10477,19040
37109,-17076,19049
37157,-43935,16121
37164,-10410,18796
37226,-16018,19048
37240,-44838,16014
37277,-34576,17521
37292,-14014,19010
37470,-19432,18817
37528,-26508,18186
37538,-34745,17521
37547,-13963,19174
37556,-36203,17442
37583,-22408,18135
37593,-24801,18116
37629,-26494,18186
37651,-18169,18904
37700,-25411,18258
37717,-11916,19046
37785,-40909,17121
37806,-29280,17652
37823,-40795,17121
37916,-14937,19026
37943,-28295,18083
37967,-25385,17963
37991,-28226,18083
38021,-14346,18972
38029,-29057,17974
38059,-37678,17290
38104,-37613,17290
38154,-13794,19013
38213,-19139,18817
38224,-13739,18970
38302,-19100,18971
38364,-15044,19209
38375,-20886,18696
38386,-25969,17850
38398,-29424,17638
38477,-20826,18971
38551,-15020,19078
38556,-46930,15788
38770,-28810,18001
38815,-24185,17976
38906,-19885,18796
38923,-31713,17554
38989,-23907,18310
39000,-43060,16874
39033,-19813,18796
39037,-28669,18001
39178,-14871,18971
39190,-33048,17510
39205,-11855,18970
39259,-14795,18971
39294,-29144,17595
39303,-11796,18970
39378,-27988,18007
39500,-26425,17670
39537,-28731,17606
39596,-35172,17416
39597,-25342,17711
39634,-38437,17184
39685,-38365,17184
39744,-27962,17613
39807,-36537,17274
39934,-30554,17557
39945,-16176,18970
39953,-25875,17669
39957,-16276,18925
40028,-44901,16690
40060,-36736,17274
40078,-23940,18421
40229,-20574,18647
40288,-25814,18040
40333,-20514,18971
40418,-26368,17623
40515,-23128,18496
40517,-23010,18496
40524,-27559,17597
40561,-9297,19137
40572,-18032,18854
40576,-41867,16844
40609,-25734,18050
40627,-17969,18971
40661,-12560,18796
40687,-27841,17592
40704,-41842,16885
40708,-19178,18739
40710,-19087,18971
40711,-12663,19082
40778,-13556,19051
40784,-25821,18050
40840,-13484,18971
41010,-24442,18312
41014,-24346,18312
41163,-46116,15765
41228,-26635,17894
41270,-44355,16675
41290,-44267,16675
41364,-26316,17904
41370,-14269,19029
41393,-14185,18970
41502,-20594,18971
41571,-20686,18635
41614,-30754,17475
41623,-26446,17904
41690,-16448,19014
41729,-38835,17091
41754,-25667,18104
41774,-16426,18971
41790,-38771,17091
41808,-36830,17259
41865,-17795,18768
41870,-35227,17321
41891,-25530,18104
41952,-13399,19096
41954,-41831,16652
41962,-17749,18971
42014,-29982,17479
42096,-19178,18688
42116,-16541,19003
42140,-41585,16652
42155,-29740,17479
42209,-19836,18659
42239,-16623,18970
42241,-43060,16691
42282,-21621,18505
42323,-15764,18960
42335,-32497,17385
42351,-38466,17124
42355,-19362,18971
42359,-21552,18505
42365,-19766,18971
42368,-27904,17516
42397,-15700,18971
42560,-22011,18436
42561,-42417,16654
42607,-39278,16951
42616,-40447,16850
42643,-21962,18436
42697,-23655,18291
42749,-29270,17485
42827,-42283,16654
42840,-26020,17979
42987,-44593,16622
43006,-44724,16622
43007,-37802,17179
43011,-38796,17378
43204,-39746,16548
43250,-46554,16523
43263,-43086,16637
43287,-42779,16637
43331,-41220,16723
43413,-17817,18741
43459,-41233,16723
43508,-37191,17158
43519,-25081,17985
43563,-20493,18569
43611,-20597,18569
43753,-37665,17113
43762,-26068,17810
43877,-25937,17810
43899,-36778,17164
43978,-24583,18170
44076,-19733,18628
44083,-44912,16419
44096,-37350,17116
44185,-20581,18548
44200,-41959,16612
44251,-44831,16419
44285,-29057,17654
44295,-23063,18320
44345,-28492,17689
44345,-47142,16346
44357,-26711,17834
44362,-26618,17834
44376,-28800,17689
44376,-37579,17107
44378,-23004,18320
44483,-29343,17402
44512,-21842,18424
44593,-21780,18424
44645,-21068,18511
44700,-38038,17097
44795,-46027,16430
44880,-45911,16430
44943,-41523,15773
44983,-48127,15402
45017,-26371,17850
45046,-31044,17307
45066,-29979,17344
45155,-28331,17689
45240,-23156,18306
45287,-34518,17171
45307,-47714,16335
45351,-45551,16376
45692,-53010,14912
45705,-44917,16306
45762,-45087,16306
45768,-28166,17548
45938,-43250,16365
46023,-42273,15303
46068,-25492,17956
46134,-51813,14940
46261,-28616,17527
46311,-37170,17108
46567,-39710,17118
46585,-25512,17916
46625,-25428,17916
46790,-28661,17658
46797,-32492,17179
46850,-27293,17556
46890,-42222,14944
46900,-26207,17845
46954,-26112,17845
47020,-26888,17696
47136,-30073,17446
47142,-30166,17446
47170,-31547,17174
47219,-51174,14929
47496,-31253,17175
47655,-32446,17131
47681,-27540,17564
47705,-26780,17571
47955,-32676,17124
47963,-49694,15580
48077,-35460,17120
48137,-33386,17123
48195,-49063,16318
48428,-39013,17112
48564,-27430,17686
48603,-30962,17059
48617,-50928,14910
48630,-32324,17053
48693,-26089,17689
48764,-26346,17579
48805,-24438,17919
49129,-25077,17867
49144,-24975,17867
49205,-29300,17434
49338,-30358,17150
49345,-47753,15566
49346,-49810,15176
49368,-33017,17022
49408,-30281,17150
49451,-49662,15176
49458,-26774,17576
49577,-30827,16922
49596,-47409,15584
49701,-27773,17523
50026,-39599,17126
50034,-34881,17153
50147,-51395,14992
50157,-36785,17140
50235,-31961,16674
50425,-46328,15069
50459,-27052,17642
50474,-31004,16798
50583,-33880,17007
50587,-25618,17645
50644,-28471,17367
50708,-50670,14956
50812,-28331,17312
50889,-46838,15180
50936,-46917,15180
50991,-32322,16575
51021,-32677,17054
51021,-47695,15078
51049,-52144,14937
51055,-38203,17133
51196,-29868,17207
51347,-31464,16670
51415,-44973,15045
51466,-28614,17237
51578,-49427,15046
51581,-46379,15085
51591,-24355,17756
51694,-34719,16930
51840,-32843,16451
52053,-25391,17536
52129,-53731,14477
52208,-32033,16539
52281,-23006,17783
52292,-46963,15081
52398,-46864,15081
52600,-50890,14853
52685,-33401,16316
52804,-35540,16863
52975,-50453,14786
53037,-32594,16404
53077,-49626,14653
53213,-46709,14976
53217,-23696,17697
53232,-52370,14731
53246,-31138,16738
53267,-23621,17697
53280,-44166,15103
53305,-43824,14919
53326,-34176,16973
53327,-45550,15052
53361,-43954,15173
53373,-43146,14870
53373,-43146,14870
53395,-28685,17120
53603,-47229,14966
53664,-54249,14495
53734,-58624,13896
53967,-28823,16998
53970,-42982,14913
53980,-30065,16887
54056,-24872,17464
54116,-42963,15154
54178,-23497,17686
54224,-23425,17686
54255,-49470,14658
54257,-33072,16273
54265,-42931,15076
54330,-30751,16658
54376,-49219,14658
54483,-25899,17330
54540,-30425,16635
54597,-53767,14553
54787,-41003,15085
54804,-51714,14492
54833,-47735,14611
54854,-31560,16280
54861,-51638,14492
54913,-57810,13952
54931,-23491,17486
54933,-31476,16280
54977,-23591,17486
55176,-33777,16020
55208,-21854,17477
55219,-24699,17243
55268,-55488,14690
55449,-47413,14970
55490,-56421,14157
55618,-44042,15084
55671,-24808,17158
55706,-53045,14469
55826,-35390,15684
55997,-24045,17113
56084,-34514,15747
56470,-29450,16184
56601,-32737,15873
56610,-40653,15076
56686,-43273,15069
56816,-26451,16652
56951,-30798,15981
56979,-30715,15981
56986,-58214,13949
57080,-23928,16948
57105,-21564,17144
57168,-39122,15092
57240,-39069,15092
57276,-25732,16593
57292,-43756,15055
57364,-31977,15874
57435,-23066,16987
57448,-22976,16987
57453,-36776,15186
57519,-35682,15285
57639,-20867,17079
57697,-37255,14957
57769,-41000,15059
57950,-37003,15190
58044,-34696,15363
58224,-28930,15771
58239,-23986,16567
58278,-28853,15771
58341,-37272,15165
58724,-31212,15638
58776,-27461,15790
58789,-34184,15399
58803,-27553,15790
59520,-29807,15646
59914,-27532,15713
59926,-20923,16416
59977,-24010,16001
60084,-24023,16001
60492,-22212,16209
60586,-22164,16209
60635,-23137,16125
61242,-19498,16183
